epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.5140871453715286,1.623867940727995,47.34850620067644,96.3923337091319
1,1.4353095138556793,1.4189576390294911,49.263317361894025,96.41452931228861
2,1.4089346500569293,1.2065051309789585,68.36915163472379,96.42439402480271
3,1.3560668310156805,0.9129498967844174,78.04396843291995,98.1908821871477
4,1.291151854745296,0.7238171862726013,82.09202367531003,99.31968714768884
5,1.2322881172011106,0.5962898119513403,84.50852593010147,99.6413472378805
6,1.1799870155810503,0.5259689220396346,86.3243376550169,99.7755777903044
7,1.1420546662511792,0.49401285988745924,87.64585682074409,99.84216459977452
8,1.1100356944148946,0.46040497441831746,88.35611612175873,99.87352029312288
9,1.0890609335301291,0.4578186538788619,88.78981116121759,99.91685456595265
10,1.0678597716562106,0.44515307699293405,89.05087373167981,99.9260146561443
11,1.049861534529501,0.4416836343709854,89.2710682074408,99.93129932356257
12,1.0374693877902617,0.43658459207658334,89.4493376550169,99.93764092446449
13,1.0250417073791702,0.43070706436043055,89.53565388951522,99.93799323562571
14,1.0150155829906196,0.435975690719828,89.40424182638105,99.94398252536641
15,1.0067240612079487,0.4323813004778297,89.5472801578354,99.94821025930102
